,H/A,Max Targets,Max Yards,Max Snap Percentage,Avg Targets,Avg Yards,Avg Snap Percentage,Std Targets,Std Yards,Std Snap Percentage,Line,Over,Under,Week,Opposition TE Defense,Result
34,0.0,4.0,39.0,0.73,2.4,19.4,0.5319999999999999,1.6733200530681511,14.808781178746615,0.13405222862750174,15.5,-105.0,-125.0,6.0,45.25,0.0
35,0.0,4.0,57.0,0.86,2.4,24.0,0.5999999999999999,0.8944271909999161,20.615528128088304,0.21459263733874936,31.5,-115.0,-115.0,6.0,50.857142857142854,85.0
36,0.0,9.0,47.0,0.94,3.6,24.4,0.724,3.4351128074635335,21.16128540519219,0.2489578277540194,25.5,-115.0,-115.0,6.0,31.714285714285715,0.0
37,1.0,7.0,52.0,0.77,5.0,39.0,0.73,2.160246899469287,14.628738838327793,0.06733003292241385,36.5,-115.0,-115.0,6.0,52.25,9.0
38,1.0,10.0,65.0,0.97,6.4,29.4,0.882,3.0495901363953815,22.074872593063816,0.069065186599328,37.5,-125.0,-105.0,6.0,58.285714285714285,30.0
39,1.0,15.0,183.0,1.0,9.333333333333334,90.33333333333333,0.9899999999999999,5.131601439446884,80.25168741735799,0.010000000000000009,66.5,-115.0,-115.0,6.0,50.375,109.0
40,0.0,8.0,72.0,0.83,5.6,34.0,0.7060000000000001,1.816590212458495,29.63950067055786,0.09235799911215052,39.5,-115.0,-115.0,6.0,69.71428571428571,57.0
41,1.0,5.0,16.0,0.69,2.0,6.0,0.626,1.8708286933869707,6.745368781616021,0.05856620185738527,20.5,-115.0,-115.0,6.0,52.75,9.0
42,1.0,5.0,64.0,0.68,2.2,15.6,0.62,2.16794833886788,27.42808779335519,0.04949747468305833,22.5,-115.0,-115.0,6.0,66.75,55.0
43,1.0,4.0,49.0,0.73,1.75,15.25,0.6275,1.707825127659933,23.200215516240362,0.07847504911329033,15.5,-115.0,-115.0,6.0,68.125,29.0
44,0.0,10.0,60.0,0.8,5.6,33.8,0.702,3.286335345030997,15.927962832703999,0.07496665925596525,30.5,-115.0,-115.0,6.0,38.375,34.0
45,1.0,8.0,84.0,0.88,6.75,55.25,0.835,1.2583057392117916,22.081289213570237,0.07047458170621992,44.5,-115.0,-115.0,6.0,60.0,13.0
46,1.0,3.0,28.0,0.74,2.0,15.2,0.7059999999999998,0.7071067811865476,12.029131306956458,0.05079370039680117,19.5,-115.0,-115.0,6.0,66.75,47.0
47,0.0,9.0,37.0,0.93,6.4,21.2,0.8619999999999999,2.3021728866442674,14.481022063376603,0.0739594483484024,28.5,-115.0,-115.0,6.0,43.42857142857143,42.0
48,0.0,9.0,58.0,0.79,5.8,44.4,0.682,2.7748873851023217,17.4441967427566,0.07726577508832745,55.5,-115.0,-115.0,6.0,59.5,21.0
49,1.0,11.0,130.0,0.73,5.6,56.2,0.5700000000000001,3.286335345030997,51.8140907475949,0.11224972160321822,40.5,-120.0,-110.0,6.0,57.875,0.0
50,1.0,7.0,52.0,0.93,4.0,28.0,0.8099999999999999,2.449489742783178,22.638462845343543,0.09082951062292477,31.5,-115.0,-115.0,6.0,42.714285714285715,78.0
51,0.0,6.0,98.0,0.67,3.5,43.25,0.63,2.6457513110645907,41.82005101224372,0.029439202887759516,43.5,-105.0,-125.0,6.0,45.714285714285715,25.0
52,0.0,7.0,62.0,0.82,5.0,45.0,0.725,1.4142135623730951,24.289915602982237,0.07767453465154027,43.5,-115.0,-115.0,6.0,63.285714285714285,17.0
53,0.0,14.0,108.0,0.96,9.2,81.0,0.8619999999999999,3.5637059362410923,21.95449840010015,0.07395944834840236,77.5,-115.0,-115.0,6.0,63.625,65.0
54,1.0,6.0,33.0,0.5,5.5,24.5,0.475,0.7071067811865476,12.020815280171307,0.03535533905932737,28.5,-115.0,-115.0,6.0,68.125,58.0
55,0.0,5.0,54.0,0.89,3.4,33.2,0.826,1.3416407864998738,16.946976131451887,0.06465291950097847,33.5,-115.0,-115.0,6.0,37.5,56.0
56,1.0,5.0,24.0,0.71,1.6,7.2,0.418,2.302172886644268,10.73312629199899,0.24600812994695925,19.5,-115.0,-115.0,6.0,44.375,7.0
57,1.0,10.0,70.0,0.95,7.0,29.0,0.922,1.8708286933869707,26.92582403567252,0.042071367935925245,48.5,-115.0,-115.0,6.0,54.285714285714285,33.0
58,1.0,7.0,34.0,0.98,4.25,24.0,0.8624999999999999,2.0615528128088303,7.874007874011811,0.08732124598286489,30.5,-105.0,-125.0,5.0,31.714285714285715,57.0
59,1.0,7.0,37.0,0.8,4.75,18.5,0.74,1.707825127659933,13.988090172238191,0.04242640687119289,29.5,-115.0,-115.0,5.0,47.0,24.0
60,1.0,10.0,88.0,0.77,7.0,54.75,0.7075,2.581988897471611,33.48009358808106,0.04349329450233297,34.5,-115.0,-115.0,5.0,43.42857142857143,6.0
61,0.0,4.0,39.0,0.73,3.0,24.25,0.575,1.1547005383792515,11.644025649805712,0.10785793124908956,22.5,-115.0,-115.0,5.0,57.875,0.0
62,0.0,16.0,105.0,0.95,9.75,61.75,0.9299999999999999,5.057996968497839,43.292609068985435,0.028284271247461874,60.5,-130.0,100.0,5.0,44.375,48.0
63,0.0,3.0,36.0,0.64,3.0,26.0,0.49333333333333335,0.0,10.0,0.14047538337136986,19.5,-115.0,-115.0,5.0,50.857142857142854,15.0
64,0.0,9.0,47.0,0.89,4.0,25.0,0.67,3.8297084310253524,24.385788210895843,0.25139610179953076,29.5,-115.0,-115.0,5.0,54.285714285714285,22.0
65,1.0,7.0,52.0,0.77,4.666666666666667,37.666666666666664,0.7166666666666667,2.516611478423583,17.61628034896508,0.07571877794400365,36.5,-130.0,100.0,5.0,59.5,43.0
66,0.0,10.0,65.0,0.97,7.5,32.75,0.8999999999999999,2.0816659994661326,23.97741993348464,0.0648074069840786,49.5,-105.0,-125.0,5.0,45.25,16.0
67,1.0,15.0,183.0,0.99,10.0,113.5,0.985,7.0710678118654755,98.2878425849301,0.007071067811865481,67.5,-135.0,105.0,5.0,37.0,44.0
68,0.0,2.0,34.0,0.58,1.25,12.75,0.4375,0.9574271077563381,14.773286702694158,0.10436314802968844,12.5,-115.0,-115.0,5.0,58.285714285714285,90.0
69,1.0,7.0,61.0,0.71,4.5,30.0,0.64,2.6457513110645907,25.311394008759507,0.06271629240742256,34.5,-115.0,-115.0,5.0,69.71428571428571,20.0
70,1.0,8.0,72.0,0.78,5.5,40.5,0.675,2.0816659994661326,29.82728057779768,0.07047458170621992,40.5,-115.0,-115.0,5.0,38.375,8.0
71,0.0,8.0,83.0,0.88,6.75,61.25,0.8475,1.8929694486000912,20.271079563424014,0.03403429642777021,52.5,-145.0,110.0,5.0,56.142857142857146,23.0
72,0.0,5.0,16.0,0.69,2.25,7.5,0.62,2.0615528128088303,6.757711644237764,0.06582805886043831,20.5,-115.0,-115.0,5.0,66.75,0.0
73,0.0,4.0,11.0,0.65,1.5,3.5,0.605,1.7320508075688772,5.196152422706632,0.042031734043061625,10.5,-115.0,-115.0,5.0,48.0,64.0
74,0.0,4.0,49.0,0.73,1.6666666666666667,20.333333333333332,0.6333333333333333,2.0816659994661326,25.540817005987364,0.09504384952922167,18.5,-115.0,-115.0,5.0,52.25,0.0
75,1.0,7.0,80.0,0.65,5.0,38.0,0.5466666666666667,2.0,36.59234892706397,0.17897858344878398,35.5,-125.0,-105.0,5.0,53.42857142857143,52.0
76,1.0,10.0,60.0,0.8,5.75,34.0,0.6875,3.774917217635375,18.384776310850235,0.07804912982645398,31.5,-115.0,-115.0,5.0,45.714285714285715,33.0
77,1.0,8.0,84.0,0.88,6.666666666666667,60.333333333333336,0.8266666666666667,1.5275252316519465,24.006943440041116,0.08386497083606084,49.5,-115.0,-115.0,5.0,63.625,40.0
78,0.0,3.0,28.0,0.74,2.0,16.5,0.6974999999999999,0.816496580927726,13.478377746103819,0.054390562906935724,23.5,-115.0,-115.0,5.0,48.0,10.0
79,1.0,9.0,37.0,0.93,7.0,25.5,0.86,2.160246899469287,12.503332889007368,0.08524474568362951,31.5,-115.0,-115.0,5.0,50.375,4.0
80,1.0,8.0,58.0,0.79,5.0,41.5,0.6825,2.449489742783178,18.699376103674332,0.08920949127381758,50.5,-115.0,-115.0,5.0,68.125,56.0
81,0.0,11.0,130.0,0.73,5.5,47.5,0.6,3.7859388972001824,55.452682532047085,0.10392304845413264,36.5,-135.0,105.0,5.0,37.5,91.0
82,0.0,6.0,111.0,0.67,3.25,48.5,0.5275,1.8929694486000912,44.65049458479342,0.1260621539823379,13.5,-125.0,-105.0,5.0,52.25,0.0
83,1.0,3.0,11.0,0.78,1.5,7.0,0.6425,1.0,3.6514837167011076,0.13326039671760448,8.5,-115.0,-115.0,5.0,68.125,2.0
84,0.0,4.0,35.0,0.36,1.5,12.5,0.185,1.9148542155126762,16.583123951777,0.19672315572906,12.5,-115.0,-115.0,5.0,38.0,18.0
85,0.0,7.0,48.0,0.93,3.5,22.0,0.8125,2.516611478423583,21.05548226313834,0.1046820583162814,37.5,-115.0,-115.0,5.0,52.75,52.0
86,1.0,14.0,90.0,0.96,8.5,74.25,0.855,3.696845502136472,18.409689477736084,0.08346656017032607,70.5,-115.0,-115.0,5.0,46.857142857142854,108.0
87,0.0,6.0,36.0,0.68,4.0,19.25,0.6125,2.449489742783178,12.685293322058685,0.049916597106239795,26.5,-115.0,-115.0,5.0,60.0,16.0
88,0.0,5.0,54.0,0.89,3.75,38.5,0.8274999999999999,1.2583057392117916,13.988090172238191,0.07455423082115015,33.5,-115.0,-115.0,5.0,58.285714285714285,12.0
89,1.0,2.0,15.0,0.49,1.75,9.25,0.4275,0.5,4.193248541803041,0.04499999999999999,15.5,-115.0,-115.0,5.0,69.71428571428571,19.0
90,0.0,10.0,70.0,0.95,7.25,34.75,0.915,2.0615528128088303,27.31757675929547,0.045092497528228935,49.5,-105.0,-125.0,5.0,38.0,6.0
91,0.0,2.0,17.0,0.52,1.0,11.333333333333334,0.25,1.0,9.814954576223638,0.23430749027719963,29.5,-120.0,-110.0,4.0,32.57142857142857,0.0
92,0.0,4.0,25.0,0.98,3.3333333333333335,20.666666666666668,0.87,1.1547005383792515,5.131601439446884,0.10535653752852737,35.5,-115.0,-115.0,4.0,45.25,34.0
93,1.0,7.0,37.0,0.8,5.333333333333333,21.0,0.75,1.5275252316519465,16.0,0.04582575694955844,34.5,100.0,-130.0,4.0,49.142857142857146,11.0
94,1.0,10.0,88.0,0.7,6.666666666666667,49.0,0.6866666666666666,3.0550504633038935,38.50973902793941,0.01527525231651942,35.5,-125.0,-105.0,4.0,52.25,72.0
95,0.0,4.0,26.0,0.73,2.6666666666666665,19.333333333333332,0.5866666666666667,1.1547005383792515,7.637626158259733,0.12897028081435402,22.5,-115.0,-115.0,4.0,38.375,39.0
96,1.0,4.0,23.0,0.51,2.6666666666666665,14.0,0.4466666666666666,1.1547005383792515,12.288205727444508,0.05507570547286104,17.5,-115.0,-115.0,4.0,69.71428571428571,21.0
97,0.0,16.0,105.0,0.95,9.333333333333334,53.0,0.9233333333333333,6.110100926607786,48.49742261192856,0.030550504633038912,57.5,-120.0,-110.0,4.0,63.625,88.0
98,0.0,3.0,36.0,0.64,3.0,31.0,0.5,0.0,7.0710678118654755,0.19798989873223333,24.5,-115.0,-115.0,4.0,46.857142857142854,16.0
99,1.0,9.0,45.0,0.89,3.6666666666666665,17.666666666666668,0.61,4.618802153517007,23.86070689089771,0.2705549851693737,21.5,-115.0,-115.0,4.0,63.285714285714285,47.0
100,0.0,8.0,65.0,0.97,6.666666666666667,32.0,0.9199999999999999,1.5275252316519465,29.30870177950569,0.06244997998398397,42.5,-115.0,-115.0,4.0,50.375,35.0
102,1.0,2.0,34.0,0.43,1.3333333333333333,13.666666666666666,0.38999999999999996,1.1547005383792517,17.95364401266031,0.0529150262212918,14.5,-115.0,-115.0,4.0,43.42857142857143,10.0
103,0.0,6.0,61.0,0.71,3.6666666666666665,28.333333333333332,0.6666666666666666,2.5166114784235836,30.730007050655445,0.04041451884327378,28.5,-115.0,-115.0,4.0,37.0,35.0
104,0.0,8.0,72.0,0.78,5.333333333333333,37.0,0.6866666666666666,2.516611478423583,35.510561809129406,0.08144527815247078,38.5,-115.0,-115.0,4.0,42.714285714285715,51.0
105,0.0,8.0,83.0,0.88,7.666666666666667,68.66666666666667,0.8466666666666667,0.5773502691896258,16.921386861996076,0.041633319989322626,49.5,-115.0,-115.0,4.0,45.714285714285715,39.0
106,1.0,2.0,16.0,0.69,1.3333333333333333,8.333333333333334,0.6333333333333333,1.1547005383792517,8.020806277010644,0.0737111479583199,15.5,-115.0,-115.0,4.0,47.0,5.0
107,0.0,4.0,11.0,0.65,1.6666666666666667,4.666666666666667,0.6,2.0816659994661326,5.686240703077327,0.04999999999999999,18.5,-105.0,-125.0,4.0,60.0,0.0
108,0.0,4.0,49.0,0.73,2.0,24.5,0.635,2.8284271247461903,34.64823227814083,0.134350288425444,19.5,-115.0,-115.0,4.0,52.75,12.0
109,1.0,4.0,28.0,0.51,1.3333333333333333,9.333333333333334,0.5033333333333333,2.3094010767585034,16.165807537309522,0.005773502691896262,9.5,-110.0,-120.0,4.0,56.142857142857146,31.0
110,1.0,10.0,60.0,0.8,6.0,34.333333333333336,0.6966666666666667,4.58257569495584,22.501851775650227,0.09291573243177571,30.5,-115.0,-115.0,4.0,31.714285714285715,33.0
111,1.0,7.0,55.0,0.83,4.0,40.666666666666664,0.7733333333333334,2.6457513110645907,13.576941236277534,0.08144527815247074,28.5,-115.0,-115.0,4.0,69.71428571428571,46.0
112,0.0,3.0,28.0,0.74,2.0,13.0,0.6866666666666665,1.0,14.106735979665885,0.061101009266077866,19.5,-115.0,-115.0,4.0,60.0,27.0
113,1.0,9.0,37.0,0.91,8.0,31.333333333333332,0.8366666666666666,1.0,5.507570547286102,0.08736894948054105,38.5,-115.0,-115.0,4.0,54.285714285714285,8.0
114,0.0,8.0,58.0,0.79,5.666666666666667,36.333333333333336,0.6933333333333334,2.516611478423583,19.08751773629388,0.105987420637231,50.5,-115.0,-115.0,4.0,58.285714285714285,57.0
115,1.0,11.0,130.0,0.73,6.333333333333333,58.333333333333336,0.59,4.163331998932266,62.51666444503684,0.12489995996796795,51.5,-145.0,110.0,4.0,48.0,15.0
116,0.0,6.0,111.0,0.67,3.6666666666666665,60.333333333333336,0.5499999999999999,2.081665999466133,46.371686763943934,0.1442220510185596,20.5,-115.0,-115.0,4.0,52.75,13.0
117,0.0,3.0,11.0,0.78,1.6666666666666667,6.333333333333333,0.6333333333333333,1.1547005383792517,4.163331998932266,0.1616580753730952,14.5,-115.0,-115.0,4.0,58.285714285714285,9.0
118,0.0,10.0,81.0,0.84,7.0,61.333333333333336,0.7866666666666666,2.6457513110645907,17.897858344878397,0.05507570547286102,45.5,-150.0,115.0,4.0,57.875,35.0
119,1.0,6.0,49.0,0.56,4.333333333333333,32.0,0.5266666666666667,1.5275252316519465,19.313207915827967,0.03511884584284249,25.5,-115.0,-115.0,4.0,53.42857142857143,50.0
120,1.0,7.0,48.0,0.93,3.6666666666666665,19.666666666666668,0.7966666666666667,3.0550504633038935,25.146238950056397,0.12220201853215579,29.5,-125.0,-105.0,4.0,53.42857142857143,29.0
121,1.0,5.0,50.0,0.63,2.6666666666666665,25.0,0.6166666666666667,2.5166114784235836,25.0,0.01527525231651948,39.5,-115.0,-115.0,4.0,66.75,98.0
122,1.0,7.0,62.0,0.82,5.333333333333333,57.0,0.7166666666666667,1.5275252316519465,4.58257569495584,0.09291573243177567,48.5,-135.0,105.0,4.0,56.142857142857146,9.0
123,1.0,14.0,90.0,0.96,9.0,75.66666666666667,0.8833333333333333,4.358898943540674,22.27853974867593,0.07505553499465131,69.5,-115.0,-115.0,4.0,38.0,70.0
124,0.0,6.0,36.0,0.61,3.3333333333333335,18.333333333333332,0.59,2.5166114784235836,15.37313674346694,0.026457513110645866,25.5,-115.0,-115.0,4.0,68.125,22.0
125,1.0,5.0,54.0,0.89,3.6666666666666665,44.666666666666664,0.8233333333333333,1.5275252316519465,8.082903768654761,0.09073771725877469,43.5,100.0,-130.0,4.0,43.42857142857143,20.0
126,0.0,10.0,70.0,0.94,8.0,43.333333333333336,0.9033333333333333,1.7320508075688772,26.025628394590846,0.04725815626252608,54.5,-115.0,-115.0,4.0,37.5,9.0
127,1.0,4.0,22.0,0.98,3.0,18.5,0.875,1.4142135623730951,4.949747468305833,0.14849242404917495,32.5,-115.0,-115.0,3.0,58.285714285714285,25.0
128,1.0,9.0,101.0,0.89,8.5,65.5,0.8400000000000001,0.7071067811865476,50.204581464244875,0.07071067811865474,46.5,-115.0,-115.0,3.0,68.125,7.0
129,0.0,10.0,88.0,0.7,7.0,49.5,0.695,4.242640687119285,54.44722215136416,0.007071067811865481,37.5,-115.0,-115.0,3.0,48.0,48.0
130,1.0,4.0,26.0,0.73,3.0,23.5,0.64,1.4142135623730951,3.5355339059327378,0.12727922061357852,30.5,-115.0,-115.0,3.0,32.57142857142857,11.0
131,0.0,4.0,23.0,0.42,3.0,21.0,0.415,1.4142135623730951,2.8284271247461903,0.007071067811865481,19.5,-115.0,-115.0,3.0,38.0,0.0
132,0.0,16.0,105.0,0.93,12.0,75.0,0.91,5.656854249492381,42.42640687119285,0.028284271247461926,55.5,-115.0,-115.0,3.0,38.0,9.0
133,0.0,9.0,45.0,0.59,5.0,26.0,0.47,5.656854249492381,26.870057685088806,0.16970562748477142,30.5,-115.0,-115.0,3.0,59.5,1.0
134,1.0,5.0,43.0,0.77,3.5,30.5,0.7,2.1213203435596424,17.67766952966369,0.09899494936611666,30.0,-115.0,-115.0,3.0,60.0,52.0
135,1.0,8.0,65.0,0.97,7.5,37.0,0.955,0.7071067811865476,39.59797974644666,0.021213203435596444,47.5,-105.0,-125.0,3.0,37.5,22.0
136,1.0,2.0,14.0,0.52,2.0,9.5,0.47,0.0,6.363961030678928,0.07071067811865477,15.5,-115.0,-115.0,3.0,58.285714285714285,3.0
137,1.0,8.0,72.0,0.78,6.5,55.0,0.7150000000000001,2.1213203435596424,24.041630560342615,0.09192388155425117,46.5,-115.0,-115.0,3.0,52.75,1.0
138,1.0,8.0,83.0,0.86,8.0,78.0,0.8300000000000001,0.0,7.0710678118654755,0.04242640687119281,49.5,-125.0,-105.0,3.0,38.375,50.0
139,0.0,2.0,16.0,0.66,1.0,8.0,0.605,1.4142135623730951,11.313708498984761,0.07778174593052022,19.5,-110.0,-120.0,3.0,53.42857142857143,9.0
140,1.0,4.0,11.0,0.65,2.5,7.0,0.625,2.1213203435596424,5.656854249492381,0.03535533905932741,24.5,-115.0,-115.0,3.0,50.857142857142854,0.0
142,1.0,7.0,80.0,0.65,6.0,46.5,0.65,1.4142135623730951,47.37615433949868,0.0,50.5,-115.0,-115.0,3.0,42.714285714285715,21.0
143,0.0,7.0,25.0,0.8,4.0,21.5,0.71,4.242640687119285,4.949747468305833,0.1272792206135786,25.5,-115.0,-115.0,3.0,66.75,60.0
144,0.0,7.0,84.0,0.87,6.0,60.0,0.8,1.4142135623730951,33.94112549695428,0.09899494936611666,43.5,-125.0,-105.0,3.0,69.71428571428571,61.0
145,0.0,7.0,55.0,0.83,4.5,47.0,0.8200000000000001,3.5355339059327378,11.313708498984761,0.014142135623730885,26.5,-115.0,-115.0,3.0,38.0,28.0
146,0.0,8.0,50.0,0.46,5.0,31.0,0.31,4.242640687119285,26.870057685088806,0.21213203435596428,46.5,105.0,-135.0,3.0,43.42857142857143,23.0
147,1.0,2.0,28.0,0.7,1.5,14.0,0.6599999999999999,0.7071067811865476,19.79898987322333,0.056568542494923775,17.5,-115.0,-115.0,3.0,50.857142857142854,11.0
148,0.0,9.0,37.0,0.91,8.5,31.5,0.825,0.7071067811865476,7.7781745930520225,0.12020815280171311,38.5,-125.0,-105.0,3.0,52.25,31.0
149,1.0,6.0,58.0,0.71,4.5,43.5,0.645,2.1213203435596424,20.506096654409877,0.09192388155425117,55.5,-120.0,-110.0,3.0,44.375,22.0
150,1.0,6.0,81.0,0.79,5.5,69.0,0.76,0.7071067811865476,16.97056274847714,0.04242640687119289,43.5,-120.0,-110.0,3.0,45.714285714285715,46.0
151,0.0,6.0,36.0,0.56,4.5,23.5,0.545,2.1213203435596424,17.67766952966369,0.021213203435596444,18.5,-115.0,-115.0,3.0,49.142857142857146,49.0
152,0.0,3.0,11.0,0.77,2.0,5.5,0.73,1.4142135623730951,7.7781745930520225,0.05656854249492385,13.5,-120.0,-110.0,3.0,49.142857142857146,48.0
153,0.0,3.0,25.0,0.62,1.5,12.5,0.61,2.1213203435596424,17.67766952966369,0.014142135623730963,23.5,-115.0,-115.0,3.0,56.142857142857146,50.0
154,1.0,2.0,25.0,0.98,2.0,22.0,0.975,0.0,4.242640687119285,0.007071067811865481,19.5,-115.0,-115.0,3.0,46.857142857142854,0.0
155,0.0,5.0,62.0,0.69,4.5,59.0,0.665,0.7071067811865476,4.242640687119285,0.03535533905932733,40.5,-120.0,-110.0,3.0,47.0,53.0
156,0.0,5.0,54.0,0.89,4.5,47.0,0.875,0.7071067811865476,9.899494936611665,0.021213203435596444,50.5,-115.0,-115.0,3.0,63.625,40.0
157,1.0,0.0,0.0,0.51,0.0,0.0,0.28,0.0,0.0,0.3252691193458119,14.5,-115.0,-115.0,3.0,50.375,24.0
