,H/A,Max Targets,Max Yards,Max Snap Percentage,Avg Targets,Avg Yards,Avg Snap Percentage,Std Targets,Std Yards,Std Snap Percentage,Line,Over,Under,Week,Opposition TE Defense,Result
158,1.0,7.0,42.0,0.94,7.0,30.0,0.895,0.0,16.97056274847714,0.06363961030678926,49.5,-115.0,-115.0,3.0,68.125,70.0
221,0.0,12.0,91.0,0.9,5.5,38.714285714285715,0.6857142857142858,2.7665585397468377,25.393604801901695,0.19692694020935728,54.5,-115.0,-115.0,17.0,51.3125,65.0
222,0.0,14.0,134.0,1.0,7.133333333333334,69.2,0.9066666666666667,2.799659843283687,36.67268348901828,0.06693991620066743,64.5,-115.0,-115.0,17.0,60.875,107.0
223,0.0,17.0,134.0,1.0,7.6923076923076925,74.38461538461539,0.8807692307692307,3.4006032647315036,33.362999619185075,0.10919871324497818,70.5,-120.0,-110.0,17.0,68.6875,86.0
224,1.0,10.0,64.0,0.81,5.1,32.4,0.6540000000000001,2.923088169119167,20.111909130882847,0.17908408949739538,36.5,-115.0,-115.0,17.0,34.5,25.0
225,0.0,10.0,99.0,0.75,4.846153846153846,50.84615384615385,0.5700000000000001,2.5444761689508857,28.260237536882553,0.16401219466856723,50.5,-115.0,-115.0,17.0,46.625,44.0
226,1.0,9.0,58.0,0.88,5.266666666666667,33.666666666666664,0.7593333333333334,1.8309508328682538,16.551506908809873,0.09277212224944875,29.5,-115.0,-115.0,17.0,54.875,24.0
227,0.0,9.0,65.0,0.73,3.533333333333333,26.533333333333335,0.5739999999999998,2.1995670569671746,22.971618099194455,0.11255474858295153,22.5,-115.0,-115.0,17.0,52.625,49.0
228,0.0,7.0,78.0,0.94,2.933333333333333,29.266666666666666,0.7066666666666667,2.1865389045137937,27.714015708061265,0.14955489516116371,36.5,-115.0,-115.0,17.0,54.25,0.0
229,1.0,8.0,70.0,1.0,3.875,21.25,0.7075,3.3567628964311944,24.863915333556896,0.3913620902876078,30.5,-115.0,-115.0,17.0,42.5625,98.0
230,1.0,13.0,142.0,1.0,8.733333333333333,80.33333333333333,0.922,1.5796322658258455,23.50582501261782,0.0655961671354138,71.5,-115.0,-115.0,17.0,42.0,24.0
231,1.0,11.0,130.0,0.91,7.181818181818182,60.0,0.8036363636363636,1.8877596148970779,36.90528417449187,0.07826528314300374,45.5,-125.0,-105.0,16.0,49.3125,82.0
232,0.0,7.0,50.0,0.54,2.7857142857142856,25.071428571428573,0.3857142857142857,1.7619295117556786,18.718416623184794,0.08159131606453507,22.5,-115.0,-115.0,16.0,42.5625,14.0
233,1.0,14.0,73.0,0.75,3.4285714285714284,20.857142857142858,0.36642857142857144,3.694367557289292,21.68961872508506,0.17023093558037983,32.5,-115.0,-115.0,16.0,54.25,17.0
234,0.0,3.0,88.0,0.7,1.6428571428571428,15.785714285714286,0.43428571428571433,0.633323693776651,22.522394227928825,0.15480579822744095,12.5,-115.0,-115.0,16.0,68.6875,16.0
235,1.0,8.0,69.0,0.88,5.0,34.69230769230769,0.6692307692307693,2.1213203435596424,21.289217205683475,0.19465617288189357,39.5,-110.0,-120.0,16.0,63.5,91.0
236,0.0,14.0,134.0,1.0,7.357142857142857,71.5,0.9135714285714286,2.7625835972632813,36.917267171130305,0.06368276458740232,64.5,-110.0,-120.0,16.0,42.0,37.0
237,0.0,6.0,67.0,0.78,3.2857142857142856,25.357142857142858,0.635,1.5406577730392865,21.392331993774498,0.1139331787969125,20.5,-115.0,-115.0,16.0,43.0,33.0
238,1.0,17.0,134.0,1.0,7.666666666666667,74.0,0.8741666666666666,3.550501458394378,34.81640156853977,0.11131105747027792,70.5,-120.0,-110.0,16.0,56.6875,79.0
239,0.0,10.0,110.0,1.0,5.916666666666667,46.0,0.8733333333333334,2.745519766433814,34.902461491731756,0.13117187429498978,32.5,-115.0,-115.0,16.0,49.1875,33.0
240,1.0,11.0,73.0,0.94,4.571428571428571,30.357142857142858,0.7328571428571428,2.6228078235206027,19.1456246974327,0.08222189222122998,36.5,-115.0,-115.0,16.0,46.625,17.0
241,0.0,10.0,62.0,0.81,5.0,28.88888888888889,0.6433333333333334,3.082207001484488,17.78654297808068,0.18654758106177632,34.5,-110.0,-120.0,16.0,71.75,64.0
242,0.0,10.0,99.0,0.75,4.916666666666667,48.083333333333336,0.5750000000000001,2.6443192398846707,27.622317503106512,0.17026716973894027,58.5,105.0,-135.0,16.0,57.25,84.0
243,0.0,9.0,58.0,0.88,5.428571428571429,35.07142857142857,0.7571428571428572,1.785164750607962,16.221847972667963,0.09587079216950693,31.5,-115.0,-115.0,16.0,42.5625,14.0
244,0.0,4.0,36.0,0.92,2.2142857142857144,14.928571428571429,0.6464285714285715,1.1883130530663677,8.757100729511633,0.2150709057624822,15.5,-110.0,-120.0,16.0,51.3125,14.0
245,1.0,4.0,36.0,0.49,2.25,16.75,0.2675,1.5,14.080127840328723,0.22954665466232932,15.5,-110.0,-120.0,16.0,60.0625,20.0
246,0.0,9.0,65.0,0.73,3.7142857142857144,27.285714285714285,0.5771428571428571,2.163635524139563,23.6462017487557,0.11611854495952179,22.5,-115.0,-115.0,16.0,47.266666666666666,16.0
247,1.0,7.0,78.0,0.94,2.857142857142857,26.857142857142858,0.6985714285714285,2.2483204964917824,27.080669071546904,0.15175167685587998,29.5,-180.0,135.0,16.0,48.25,63.0
248,0.0,8.0,70.0,1.0,3.2857142857142856,19.285714285714285,0.6657142857142857,3.1471831698777724,26.17705283713381,0.4029829253147558,28.5,-110.0,-120.0,16.0,54.875,35.0
249,1.0,6.0,67.0,1.0,3.2857142857142856,25.714285714285715,0.8264285714285714,1.8985245861972937,21.825985118056558,0.12953212508320638,29.5,-115.0,-115.0,16.0,54.0625,7.0
250,0.0,4.0,25.0,0.66,1.5714285714285714,10.071428571428571,0.28928571428571426,1.3424596091494905,10.057253683205552,0.16536506401173254,14.5,-110.0,-120.0,16.0,60.875,17.0
251,0.0,9.0,112.0,0.57,6.357142857142857,54.214285714285715,0.43,2.169974932756415,32.69010335166986,0.10848608560193686,44.5,-115.0,-115.0,16.0,52.0625,93.0
252,1.0,8.0,95.0,0.9,5.0,32.42857142857143,0.6428571428571429,2.2870874995874626,28.045880777244786,0.14007847094388923,35.5,-115.0,-115.0,16.0,49.875,82.0
253,1.0,10.0,115.0,0.86,4.428571428571429,39.142857142857146,0.6985714285714287,2.376626106132736,35.924829945226,0.1203109524304636,32.5,-110.0,-120.0,16.0,52.625,10.0
254,1.0,7.0,73.0,0.99,3.8333333333333335,34.416666666666664,0.7916666666666669,2.2896340848319503,25.32500860031563,0.18765700497224055,49.5,-125.0,-105.0,16.0,54.25,46.0
255,0.0,13.0,142.0,1.0,8.714285714285714,80.78571428571429,0.9249999999999999,1.6374732612530445,24.32529095858424,0.06699598150980056,71.5,-115.0,-115.0,16.0,55.375,74.0
256,0.0,9.0,74.0,0.71,3.7857142857142856,24.642857142857142,0.4292857142857142,2.1187286256174924,18.959905642645538,0.11983734397502728,29.5,-115.0,-115.0,16.0,53.8125,57.0
257,0.0,14.0,116.0,0.97,5.076923076923077,42.0,0.6253846153846154,4.091893173531018,41.494979616012984,0.20435326376218318,49.5,100.0,-130.0,16.0,34.5,104.0
258,0.0,4.0,32.0,0.56,1.0,7.333333333333333,0.3377777777777778,1.224744871391589,11.0,0.11691639938197057,9.5,-125.0,-105.0,16.0,43.0,0.0
259,0.0,7.0,40.0,0.97,3.9166666666666665,20.416666666666668,0.7433333333333332,2.5030284687057627,14.285773809399803,0.2010125881781054,16.5,-120.0,-110.0,16.0,43.875,9.0
260,1.0,16.0,103.0,1.0,9.214285714285714,63.42857142857143,0.8542857142857143,3.445812875596464,25.43381844865456,0.0803563492024299,67.5,-125.0,-105.0,16.0,63.5,28.0
261,0.0,11.0,130.0,0.91,7.3,64.0,0.8019999999999999,1.946506842754191,36.30120904016528,0.08230026326405848,53.5,-115.0,-115.0,15.0,34.5,20.0
262,1.0,7.0,50.0,0.49,2.769230769230769,23.923076923076923,0.37384615384615383,1.832750490103429,18.96251362760019,0.07124353321980197,20.5,-115.0,-115.0,15.0,56.6875,40.0
263,0.0,8.0,69.0,0.88,4.916666666666667,33.0,0.655,2.193309385519074,21.303008750366267,0.19612148368711765,35.5,-115.0,-115.0,15.0,54.875,55.0
264,0.0,7.0,69.0,0.9,3.3076923076923075,24.0,0.7246153846153848,1.9315199276138029,22.034064536530703,0.1327664230026669,21.5,-115.0,-115.0,15.0,57.25,2.0
265,1.0,14.0,134.0,1.0,7.153846153846154,67.61538461538461,0.9161538461538462,2.7642405179408036,35.321236439141586,0.06551570569190024,67.5,100.0,-130.0,15.0,49.3125,122.0
266,0.0,6.0,67.0,0.78,3.4615384615384617,26.46153846153846,0.6469230769230769,1.4500221041639683,21.846492413411145,0.10911649855274068,23.5,-115.0,-115.0,15.0,41.8125,11.0
267,1.0,10.0,129.0,1.0,6.818181818181818,68.54545454545455,0.8672727272727273,2.0889318714683744,30.67038844346004,0.11402551548586914,70.5,-115.0,-115.0,15.0,56.13333333333333,134.0
268,1.0,10.0,100.0,0.92,6.777777777777778,59.55555555555556,0.7855555555555556,2.438123139721299,30.89138678948839,0.10932876006695484,47.5,-115.0,-115.0,15.0,47.266666666666666,29.0
269,1.0,10.0,57.0,0.86,1.4615384615384615,6.538461538461538,0.17538461538461542,2.817072493901681,16.545973249380975,0.23450712088034714,36.5,-125.0,-105.0,15.0,68.6875,23.0
270,0.0,6.0,60.0,0.85,3.25,24.0,0.6133333333333334,1.9598237397554634,20.710120494798936,0.13720146655281212,21.5,-115.0,-115.0,15.0,42.0,8.0
271,0.0,11.0,73.0,0.94,4.538461538461538,31.076923076923077,0.7261538461538459,2.7268841992093167,19.729257202023337,0.08150035393976944,44.5,-110.0,-120.0,15.0,48.25,21.0
272,0.0,10.0,62.0,0.81,5.25,29.625,0.6375000000000001,3.1959796173138706,18.867489044839612,0.19854830286715772,29.5,-115.0,-115.0,15.0,46.625,23.0
273,1.0,10.0,99.0,0.75,5.0,47.54545454545455,0.5890909090909092,2.756809750418044,28.9045450971422,0.17108211744390736,45.5,-130.0,100.0,15.0,49.1875,54.0
274,1.0,9.0,58.0,0.88,5.461538461538462,35.0,0.7646153846153847,1.8536173919925967,16.881943016134134,0.0954476631995588,27.5,-115.0,-115.0,15.0,56.6875,36.0
275,1.0,4.0,36.0,0.92,2.230769230769231,15.076923076923077,0.6338461538461538,1.2351684199496948,9.09635035294869,0.2184238410956422,14.5,-115.0,-115.0,15.0,42.5625,13.0
276,1.0,9.0,65.0,0.73,3.6923076923076925,29.384615384615383,0.5892307692307691,2.250356097177192,23.214716817636972,0.11131498390165467,22.5,-115.0,-115.0,15.0,55.375,0.0
277,1.0,7.0,78.0,0.94,2.6923076923076925,24.307692307692307,0.69,2.250356097177192,26.379868003790996,0.15438048235879215,25.5,-115.0,-115.0,15.0,54.25,60.0
278,1.0,8.0,70.0,0.98,3.3333333333333335,16.166666666666668,0.61,3.444802848737017,27.213354564747554,0.4108527716834828,24.5,-115.0,-115.0,15.0,53.8125,38.0
279,0.0,6.0,67.0,1.0,3.3076923076923075,24.0,0.8484615384615384,1.9741924671712983,21.714050750608465,0.10399087731191886,22.5,-115.0,-115.0,15.0,42.0,48.0
280,0.0,7.0,95.0,0.9,4.769230769230769,31.307692307692307,0.6330769230769231,2.2043081361221617,28.862849869063563,0.14073524880572832,34.5,-115.0,-115.0,15.0,51.3125,47.0
281,0.0,10.0,115.0,0.86,4.538461538461538,37.84615384615385,0.7169230769230771,2.436369724794953,37.04917037723012,0.10282546826091735,35.5,-115.0,-115.0,15.0,60.0625,56.0
282,0.0,7.0,73.0,0.99,3.5454545454545454,33.36363636363637,0.7836363636363637,2.1616492020508953,26.28411203473584,0.19464186226363162,38.5,-125.0,-105.0,15.0,52.625,46.0
283,1.0,10.0,107.0,1.0,8.384615384615385,76.07692307692308,0.9269230769230768,1.1208970766356101,17.456906648761965,0.06932827890846747,69.5,-115.0,-115.0,15.0,60.875,142.0
284,1.0,9.0,74.0,0.71,3.6923076923076925,23.153846153846153,0.41999999999999993,2.1750331562459526,18.862865432051734,0.11937336386313321,22.5,105.0,-135.0,15.0,43.0,44.0
285,0.0,16.0,103.0,1.0,9.153846153846153,63.61538461538461,0.8523076923076923,3.5787836352163436,26.4623583653538,0.0832820354932409,64.5,-145.0,110.0,15.0,54.875,61.0
286,1.0,11.0,130.0,0.91,7.444444444444445,67.55555555555556,0.82,2.0069324297987157,36.60980439414799,0.06304760106459247,49.5,-115.0,-115.0,14.0,46.625,32.0
287,0.0,4.0,49.0,0.49,2.4166666666666665,21.75,0.37999999999999995,1.3789543689024493,18.035948950511436,0.07071067811865475,15.5,-110.0,-120.0,14.0,55.375,50.0
288,1.0,8.0,69.0,0.88,4.818181818181818,32.27272727272727,0.6527272727272728,2.2723636072680717,22.18599066569221,0.20552814450049947,35.5,-105.0,-125.0,14.0,51.3125,41.0
289,1.0,14.0,134.0,1.0,7.25,67.25,0.9116666666666666,2.8643577734887544,36.86615841613602,0.06630965010441311,65.5,-115.0,-115.0,14.0,57.25,73.0
290,1.0,6.0,67.0,0.78,3.4166666666666665,25.583333333333332,0.6391666666666667,1.5050420310248864,22.576972714907928,0.11016172684106791,20.5,-115.0,-115.0,14.0,35.9375,37.0
291,0.0,10.0,129.0,1.0,6.7,68.7,0.8620000000000001,2.1628170930011112,32.32491299292235,0.1187714892836941,70.5,-120.0,-110.0,14.0,48.25,67.0
292,0.0,5.0,41.0,0.57,2.4166666666666665,17.75,0.41,1.3113721705515067,13.751859378412664,0.10322085765263458,15.5,-115.0,-115.0,14.0,34.8125,73.0
293,0.0,10.0,100.0,0.92,7.125,62.125,0.8087500000000001,2.356601669474803,31.979625209990008,0.09014868670305584,53.5,-115.0,-115.0,14.0,49.3125,39.0
294,0.0,4.0,24.0,0.44,0.75,2.3333333333333335,0.11833333333333335,1.2154310870109943,6.919449969382529,0.11761519176251567,28.5,-115.0,-115.0,14.0,56.13333333333333,57.0
295,0.0,11.0,73.0,0.94,4.416666666666667,31.416666666666668,0.7216666666666666,2.8109633849474367,20.566779627409446,0.08343024667712579,44.5,-115.0,-115.0,14.0,59.625,27.0
296,0.0,10.0,62.0,0.81,5.142857142857143,29.0,0.6157142857142858,3.4364987719368982,20.2895703913776,0.20386737051795406,34.5,110.0,-145.0,14.0,56.6875,34.0
297,1.0,10.0,99.0,0.75,5.3,45.9,0.6370000000000001,2.7100635498903793,29.920078728357506,0.06684143758012523,40.5,-105.0,-125.0,14.0,34.5,64.0
298,0.0,9.0,58.0,0.88,5.333333333333333,34.833333333333336,0.7641666666666668,1.874873733122184,17.6214401090022,0.09967751030501346,25.5,-135.0,105.0,14.0,55.375,37.0
299,0.0,4.0,36.0,0.92,2.4166666666666665,16.333333333333332,0.6241666666666666,1.0836246694508316,8.238858408710996,0.22520529354885122,16.5,-150.0,115.0,14.0,54.0625,0.0
300,1.0,6.0,67.0,1.0,3.4166666666666665,25.083333333333332,0.8658333333333332,2.0207259421636903,22.309632380872998,0.0867030809280976,35.5,-115.0,-115.0,14.0,52.625,11.0
301,0.0,9.0,112.0,0.57,6.583333333333333,57.75,0.45833333333333326,2.108783937953269,33.193989050593316,0.07469128382072354,45.5,-105.0,-125.0,14.0,34.8125,14.0
302,0.0,7.0,95.0,0.9,4.75,33.416666666666664,0.6283333333333333,2.3011854652449344,29.081260236958386,0.14590366269521401,36.5,-125.0,-105.0,14.0,43.875,6.0
303,0.0,10.0,115.0,0.86,4.583333333333333,31.583333333333332,0.7358333333333335,2.539088359425425,30.67856323924317,0.08039203186808247,30.5,100.0,-130.0,14.0,54.25,113.0
304,1.0,7.0,66.0,0.99,3.4,29.4,0.7750000000000001,2.2211108331943574,23.991665219404844,0.20293677176237265,26.5,-115.0,-115.0,14.0,49.1875,73.0
305,1.0,8.0,109.0,0.97,3.3333333333333335,26.0,0.8708333333333332,2.3868325657594203,33.86067711292045,0.08628265740980032,33.5,105.0,-135.0,14.0,53.8125,8.0
306,0.0,10.0,107.0,1.0,8.333333333333334,76.91666666666667,0.9216666666666665,1.1547005383792515,17.956808449637418,0.06965281869038145,69.5,-110.0,-120.0,14.0,43.0,66.0
307,0.0,9.0,74.0,0.71,3.6666666666666665,21.0,0.4158333333333333,2.2696949467968492,17.954487917053953,0.12369010641212344,19.5,-115.0,-115.0,14.0,52.0625,49.0
308,1.0,8.0,107.0,0.91,3.727272727272727,29.0,0.5736363636363637,2.5725827135743993,29.267729669381602,0.173912203555284,40.5,-125.0,-105.0,14.0,68.6875,116.0
309,0.0,7.0,40.0,0.97,4.181818181818182,22.0,0.7627272727272726,2.4420557658735733,13.83473888441701,0.198700322550866,32.5,-125.0,-105.0,14.0,71.75,3.0
310,1.0,16.0,103.0,1.0,8.833333333333334,61.333333333333336,0.8491666666666666,3.537676004830221,26.269004664444484,0.08617723105040652,59.5,-130.0,100.0,14.0,51.3125,91.0
311,1.0,4.0,49.0,0.49,2.3636363636363638,22.90909090909091,0.3845454545454545,1.433368568981982,18.441553868665977,0.07229988054812213,17.5,-120.0,-110.0,13.0,34.8125,9.0
312,1.0,7.0,69.0,0.9,3.272727272727273,26.09090909090909,0.7381818181818183,2.1019471492361124,23.006323241467964,0.1335528496003123,18.5,-115.0,-115.0,13.0,43.0,23.0
313,0.0,14.0,134.0,1.0,7.090909090909091,64.27272727272727,0.9109090909090909,2.9480347845486987,37.12166728230538,0.06949166071616728,54.5,-115.0,-115.0,13.0,60.0625,100.0
314,0.0,10.0,129.0,1.0,7.0,74.44444444444444,0.8466666666666668,2.0615528128088303,28.3597915679537,0.11499999999999999,69.5,-115.0,-115.0,13.0,35.9375,17.0
315,1.0,10.0,110.0,1.0,6.181818181818182,48.18181818181818,0.9054545454545455,2.7136021011998728,35.737426269439666,0.07285103106526856,38.5,-135.0,105.0,13.0,54.875,22.0
316,0.0,10.0,100.0,0.92,7.714285714285714,69.57142857142857,0.8157142857142858,1.799470821684875,25.99267296026031,0.09501879513323366,61.5,-115.0,-115.0,13.0,60.875,10.0
317,1.0,8.0,61.0,0.77,3.8181818181818183,27.636363636363637,0.7018181818181817,1.9908883353006928,16.63293556334977,0.049561715429993304,30.5,-170.0,130.0,13.0,57.25,73.0
318,1.0,10.0,62.0,0.8,4.666666666666667,26.5,0.5833333333333334,3.5023801430836525,21.011901389450696,0.20264912204760888,30.5,-115.0,-115.0,13.0,47.266666666666666,44.0
319,0.0,10.0,99.0,0.75,5.222222222222222,41.55555555555556,0.6444444444444445,2.862594006219611,28.19180337931183,0.0663534307913146,42.5,-120.0,-110.0,13.0,56.13333333333333,85.0
320,1.0,9.0,58.0,0.88,5.090909090909091,34.18181818181818,0.7681818181818183,1.7580981459830651,18.329310853483726,0.10351987073196932,23.5,-115.0,-115.0,13.0,34.8125,42.0
321,0.0,4.0,24.0,0.92,2.272727272727273,14.545454545454545,0.610909090909091,1.009049958219026,5.698484647055502,0.2312338446445306,15.5,-105.0,-125.0,13.0,46.625,36.0
322,0.0,9.0,65.0,0.73,3.8181818181818183,28.818181818181817,0.6109090909090908,2.2723636072680717,24.289167057839514,0.10492421507493353,27.5,105.0,-135.0,13.0,51.3125,16.0
323,0.0,7.0,78.0,0.94,2.6363636363636362,26.09090909090909,0.6654545454545455,2.419616799112094,27.754115173986524,0.1550718308632252,27.5,-105.0,-125.0,13.0,49.1875,0.0
324,1.0,5.0,73.0,0.73,3.090909090909091,26.272727272727273,0.5918181818181819,1.300349603340998,17.146958383870352,0.10077878564640295,17.5,-115.0,-115.0,13.0,43.0,19.0
325,0.0,6.0,67.0,1.0,3.1818181818181817,22.818181818181817,0.8672727272727272,1.9400093720485896,21.903507398671028,0.09078446002382887,24.5,-140.0,100.0,13.0,68.6875,50.0
326,1.0,9.0,112.0,0.57,6.636363636363637,58.45454545454545,0.4609090909090909,2.2033033051637387,34.71991830740284,0.07777590185327914,45.5,-115.0,-115.0,13.0,34.5,50.0
327,1.0,7.0,95.0,0.9,4.545454545454546,29.272727272727273,0.6172727272727273,2.2962419891481978,26.52580218990901,0.14765438761451752,30.5,-115.0,-115.0,13.0,42.5625,79.0
328,1.0,10.0,115.0,0.86,4.7272727272727275,34.0,0.7381818181818183,2.6111648393354674,30.954805765825764,0.0838830354503438,33.5,-115.0,-115.0,13.0,42.0,5.0
329,1.0,9.0,131.0,0.78,4.363636363636363,31.727272727272727,0.6363636363636365,2.460598596794173,37.622043828295425,0.09912343085998661,20.5,-115.0,-115.0,13.0,55.375,18.0
330,1.0,10.0,107.0,1.0,8.272727272727273,75.72727272727273,0.9227272727272726,1.1908743922772955,18.330798722864802,0.07295079287998302,72.5,-125.0,-105.0,13.0,54.3125,90.0
331,1.0,9.0,74.0,0.71,3.8181818181818183,21.818181818181817,0.41999999999999993,2.315952582337636,18.59472065839217,0.12884098726725124,19.5,-115.0,-115.0,13.0,43.875,12.0
332,0.0,7.0,47.0,0.76,3.3,21.2,0.54,2.263232692902394,14.428367120980038,0.14063348739819323,26.5,-135.0,105.0,13.0,71.75,107.0
333,1.0,7.0,40.0,0.97,4.3,22.1,0.7529999999999999,2.5407785333546005,14.578904089280663,0.20666935482122697,29.5,-105.0,-125.0,13.0,52.0625,21.0
334,1.0,8.0,69.0,0.81,4.222222222222222,28.555555555555557,0.6366666666666667,2.048034287907418,21.389898966048854,0.212602916254693,36.5,-125.0,-105.0,12.0,68.6875,32.0
335,1.0,7.0,69.0,0.9,3.4,26.3,0.7220000000000001,2.170509412813294,24.239774476398637,0.12890995996344803,24.5,-110.0,-120.0,12.0,49.1875,24.0
336,0.0,14.0,134.0,1.0,7.2,66.6,0.9119999999999999,3.084008934992101,38.27444752486094,0.07315128919650772,53.5,-115.0,-115.0,12.0,43.875,41.0
337,1.0,6.0,67.0,0.76,3.5,27.9,0.6119999999999999,1.5811388300841898,24.191137036342695,0.09953223933312597,21.5,-115.0,-115.0,12.0,60.875,11.0
338,1.0,10.0,103.0,1.0,7.125,67.625,0.8537500000000001,2.1671244937540095,20.996173120697154,0.12082307017169479,62.5,-120.0,-110.0,12.0,54.0625,129.0
339,1.0,12.0,136.0,0.88,5.7,38.5,0.6049999999999999,4.2176876234364356,39.65756198031117,0.19392151906262375,30.5,100.0,-130.0,12.0,35.9375,23.0
340,0.0,10.0,110.0,1.0,6.1,48.6,0.9040000000000001,2.8460498941515415,37.642174928307924,0.07662317607037122,40.5,-115.0,-115.0,12.0,48.25,44.0
341,0.0,5.0,41.0,0.57,2.4,19.2,0.413,1.2649110640673518,13.878840809744244,0.11185804495977131,14.5,-115.0,-115.0,12.0,56.6875,0.0
342,0.0,8.0,61.0,0.77,3.8,27.6,0.704,2.0976176963403033,17.532192611814924,0.051682793182171484,30.5,-105.0,-125.0,12.0,54.25,28.0
343,0.0,10.0,62.0,0.8,4.8,27.4,0.562,3.8987177379235853,23.36236289419373,0.21890637268019406,31.5,-125.0,-105.0,12.0,42.5625,22.0
344,1.0,10.0,74.0,0.75,4.875,34.375,0.6525000000000001,2.850438562747845,19.441762853639144,0.06606274074155351,35.5,-115.0,-115.0,12.0,46.625,99.0
345,0.0,9.0,58.0,0.88,5.2,37.1,0.764,1.8135294011647258,16.407654040450485,0.10813571719526038,26.5,-115.0,-115.0,12.0,43.0,5.0
346,1.0,4.0,24.0,0.92,2.3,15.6,0.5880000000000001,1.0593499054713802,4.742245131674331,0.2302076357455494,19.5,-115.0,-115.0,12.0,52.625,4.0
347,0.0,9.0,65.0,0.73,4.0,31.0,0.6239999999999999,2.309401076758503,24.440403706431148,0.10068653225619491,29.5,-115.0,-115.0,12.0,34.5,7.0
348,1.0,5.0,73.0,0.73,3.0,26.3,0.6040000000000001,1.3333333333333333,18.074229659318206,0.09731963373909248,17.5,-115.0,-115.0,12.0,49.1875,26.0
349,0.0,9.0,112.0,0.57,7.0,59.8,0.4669999999999999,1.9436506316151,36.29447463304696,0.07916929820187733,50.5,-135.0,105.0,12.0,56.6875,45.0
350,0.0,7.0,95.0,0.84,4.3,29.4,0.589,2.263232692902394,27.95711000801048,0.12022663783223934,29.5,-115.0,-115.0,12.0,52.0625,28.0
351,0.0,5.0,78.0,0.84,3.1,27.0,0.6639999999999999,1.449137674618944,23.485219938411383,0.09868017925489281,18.5,-145.0,110.0,12.0,56.6875,7.0
352,0.0,10.0,115.0,0.86,4.7,36.0,0.7390000000000001,2.7507574714370344,31.87126884480406,0.0883742043811428,35.5,-115.0,-115.0,12.0,34.8125,14.0
353,1.0,8.0,109.0,0.97,3.0,26.9,0.875,2.309401076758503,37.14670614977562,0.09431036233863406,31.5,-125.0,-105.0,12.0,54.3125,13.0
354,0.0,9.0,131.0,0.78,4.6,34.9,0.655,2.4585451886114367,38.07434248356175,0.0816836716989523,25.5,-105.0,-125.0,12.0,54.875,0.0
355,1.0,9.0,74.0,0.71,4.1,23.3,0.42299999999999993,2.2335820757001272,18.90355639673245,0.13540474306479977,19.5,-105.0,-125.0,12.0,41.8125,7.0
356,1.0,7.0,47.0,0.76,3.0,21.333333333333332,0.5233333333333333,2.179449471770337,15.297058540778355,0.1382931668593933,15.5,-110.0,-120.0,12.0,35.9375,20.0
357,0.0,7.0,40.0,0.97,4.666666666666667,24.444444444444443,0.7422222222222222,2.3979157616563596,13.314570131167502,0.21620463557575365,33.5,-110.0,-120.0,12.0,49.875,1.0
358,1.0,16.0,103.0,1.0,8.6,62.1,0.859,3.3730961708462717,24.291973983190417,0.08736259051918173,69.5,-125.0,-105.0,12.0,68.6875,91.0
359,0.0,3.0,88.0,0.56,1.7,16.9,0.37900000000000006,0.674948557710553,25.899163435653023,0.12269655432995845,10.5,100.0,-130.0,11.0,34.5,0.0
360,1.0,8.0,69.0,0.79,4.0,27.625,0.615,2.0701966780270626,22.671174271685683,0.216399102189846,32.5,-115.0,-115.0,11.0,43.0,36.0
361,0.0,7.0,69.0,0.9,3.4444444444444446,27.22222222222222,0.7244444444444444,2.2973414586817036,25.523409733898102,0.13648361725048827,27.5,-105.0,-125.0,11.0,35.9375,18.0
362,1.0,14.0,134.0,1.0,7.222222222222222,65.33333333333333,0.9088888888888889,3.270236145058097,40.3732584763727,0.07688375063113861,53.5,-115.0,-115.0,11.0,49.875,78.0
363,0.0,6.0,67.0,0.76,3.5555555555555554,27.444444444444443,0.6,1.6666666666666667,25.61303921399758,0.09759610647971569,22.5,-125.0,-105.0,11.0,53.8125,32.0
364,1.0,12.0,70.0,0.61,4.777777777777778,33.77777777777778,0.4222222222222222,2.8625940062196116,22.26419646976833,0.09692494232365807,39.5,105.0,-135.0,11.0,49.3125,27.0
365,1.0,10.0,110.0,1.0,6.222222222222222,47.666666666666664,0.9022222222222224,2.9907264074877267,39.80263810352274,0.08105210943858551,40.5,-115.0,-115.0,11.0,56.13333333333333,57.0
366,1.0,5.0,41.0,0.57,2.4444444444444446,19.555555555555557,0.4122222222222222,1.3333333333333335,14.67234738471584,0.11861468899105389,15.5,-115.0,-115.0,11.0,54.25,16.0
367,1.0,6.0,60.0,0.72,3.2222222222222223,26.77777777777778,0.5533333333333333,2.279132388529557,23.182848065853435,0.09124143795447329,25.5,-115.0,-115.0,11.0,60.875,20.0
368,1.0,8.0,61.0,0.77,4.222222222222222,30.666666666666668,0.711111111111111,1.7159383568311666,15.491933384829668,0.04935697631653617,30.5,-110.0,-120.0,11.0,49.3125,0.0
369,0.0,10.0,74.0,0.75,5.285714285714286,34.57142857142857,0.6457142857142858,2.811540841738193,20.990927745553495,0.06827814263660635,39.5,-135.0,105.0,11.0,59.625,33.0
370,0.0,9.0,58.0,0.88,5.0,37.55555555555556,0.7533333333333334,1.8027756377319946,17.335737012823476,0.10897247358851683,26.5,-115.0,-115.0,11.0,52.625,33.0
